"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 29 11:40:22 GMT 2024","Thu Feb 29 11:41:29 GMT 2024","66844","Surefire suite","Surefire test","com.github.dtitar.teamcity.ui.SetupTest","com.github.dtitar.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"passed","Thu Feb 29 11:43:26 GMT 2024","Thu Feb 29 11:43:26 GMT 2024","92","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","requestWithNonExistentParentProjectShouldReturnError","requestWithNonExistentParentProjectShouldReturnError",""
"failed","Thu Feb 29 11:43:12 GMT 2024","Thu Feb 29 11:43:12 GMT 2024","130","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectIdTest","negativeProjectIdTest",""
"passed","Thu Feb 29 11:43:21 GMT 2024","Thu Feb 29 11:43:21 GMT 2024","126","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Thu Feb 29 11:43:09 GMT 2024","Thu Feb 29 11:43:09 GMT 2024","476","API Suite","API Test","com.github.dtitar.teamcity.api.RolesTest","com.github.dtitar.teamcity.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject",""
"passed","Thu Feb 29 11:42:36 GMT 2024","Thu Feb 29 11:42:50 GMT 2024","13585","Surefire suite","Surefire test","com.github.dtitar.teamcity.api.SetupAgentTest","com.github.dtitar.teamcity.api.SetupAgentTest","authorizeAgent","authorizeAgent",""
"failed","Thu Feb 29 11:43:10 GMT 2024","Thu Feb 29 11:43:10 GMT 2024","64","API Suite","API Test","com.github.dtitar.teamcity.api.RolesTest","com.github.dtitar.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightsToCreateProject","unauthorizedUserShouldNotHaveRightsToCreateProject",""
"passed","Thu Feb 29 11:43:16 GMT 2024","Thu Feb 29 11:43:16 GMT 2024","122","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Thu Feb 29 11:43:11 GMT 2024","Thu Feb 29 11:43:11 GMT 2024","126","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectIdTest","negativeProjectIdTest",""
"passed","Thu Feb 29 11:43:03 GMT 2024","Thu Feb 29 11:43:08 GMT 2024","5735","API Suite","API Test","com.github.dtitar.teamcity.api.RolesTest","com.github.dtitar.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Thu Feb 29 11:43:22 GMT 2024","Thu Feb 29 11:43:22 GMT 2024","110","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Thu Feb 29 11:43:12 GMT 2024","Thu Feb 29 11:43:13 GMT 2024","147","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectIdTest","negativeProjectIdTest",""
"failed","Thu Feb 29 11:43:13 GMT 2024","Thu Feb 29 11:43:13 GMT 2024","97","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectNamesTest","negativeProjectNamesTest",""
"passed","Thu Feb 29 11:43:24 GMT 2024","Thu Feb 29 11:43:25 GMT 2024","135","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","requestWithAlreadyExistentProjectNameShouldReturnError","requestWithAlreadyExistentProjectNameShouldReturnError",""
"passed","Thu Feb 29 11:43:17 GMT 2024","Thu Feb 29 11:43:17 GMT 2024","81","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"passed","Thu Feb 29 11:43:23 GMT 2024","Thu Feb 29 11:43:23 GMT 2024","100","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"passed","Thu Feb 29 11:43:09 GMT 2024","Thu Feb 29 11:43:10 GMT 2024","184","API Suite","API Test","com.github.dtitar.teamcity.api.RolesTest","com.github.dtitar.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"passed","Thu Feb 29 11:43:27 GMT 2024","Thu Feb 29 11:43:27 GMT 2024","105","API Suite","API Test","com.github.dtitar.teamcity.api.BuildConfigurationTest","com.github.dtitar.teamcity.api.BuildConfigurationTest","userShouldHaveRightsToCreateBuildConfiguration","userShouldHaveRightsToCreateBuildConfiguration",""
"passed","Thu Feb 29 11:43:13 GMT 2024","Thu Feb 29 11:43:13 GMT 2024","102","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectNamesTest","negativeProjectNamesTest",""
"passed","Thu Feb 29 11:43:25 GMT 2024","Thu Feb 29 11:43:25 GMT 2024","57","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","requestWithEmptyParentProjectLocatorShouldReturnError","requestWithEmptyParentProjectLocatorShouldReturnError",""
"broken","Thu Feb 29 11:43:39 GMT 2024","Thu Feb 29 11:44:17 GMT 2024","37975","UI Suite","UI Test","com.github.dtitar.teamcity.ui.CreateNewProjectTest","com.github.dtitar.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateProjectFromRepositoryUrl","authorizedUserShouldBeAbleCreateProjectFromRepositoryUrl",""
"broken","Thu Feb 29 11:44:28 GMT 2024","Thu Feb 29 11:44:34 GMT 2024","5674","UI Suite","UI Test","com.github.dtitar.teamcity.ui.CreateNewProjectTest","com.github.dtitar.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateProjectManually","authorizedUserShouldBeAbleCreateProjectManually",""
"passed","Thu Feb 29 11:43:20 GMT 2024","Thu Feb 29 11:43:20 GMT 2024","121","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"passed","Thu Feb 29 11:43:16 GMT 2024","Thu Feb 29 11:43:17 GMT 2024","154","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"passed","Thu Feb 29 11:43:24 GMT 2024","Thu Feb 29 11:43:24 GMT 2024","180","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","requestShouldCreateProjectWithProvidedParentProject","requestShouldCreateProjectWithProvidedParentProject",""
"passed","Thu Feb 29 11:44:56 GMT 2024","Thu Feb 29 11:45:01 GMT 2024","5268","UI Suite","UI Test","com.github.dtitar.teamcity.ui.CreateNewBuildTypeTest","com.github.dtitar.teamcity.ui.CreateNewBuildTypeTest","userShouldBeAbleToCreateBuildTypeManually","userShouldBeAbleToCreateBuildTypeManually",""
"passed","Thu Feb 29 11:43:15 GMT 2024","Thu Feb 29 11:43:15 GMT 2024","79","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectIdTest","positiveProjectIdTest",""
