"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Feb 24 17:51:41 GMT 2024","Sat Feb 24 17:51:41 GMT 2024","39","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectIdTest","negativeProjectIdTest",""
"broken","Sat Feb 24 17:52:09 GMT 2024","Sat Feb 24 17:52:09 GMT 2024","1","UI Suite","UI Test","com.github.dtitar.teamcity.ui.CreateNewProjectTest","com.github.dtitar.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateProjectFromRepositoryUrl","authorizedUserShouldBeAbleCreateProjectFromRepositoryUrl",""
"failed","Sat Feb 24 17:51:40 GMT 2024","Sat Feb 24 17:51:41 GMT 2024","89","API Suite","API Test","com.github.dtitar.teamcity.api.RolesTest","com.github.dtitar.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightsToCreateProject","unauthorizedUserShouldNotHaveRightsToCreateProject",""
"failed","Sat Feb 24 17:51:51 GMT 2024","Sat Feb 24 17:51:51 GMT 2024","11","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","requestWithAlreadyExistentProjectNameShouldReturnError","requestWithAlreadyExistentProjectNameShouldReturnError",""
"failed","Sat Feb 24 17:51:47 GMT 2024","Sat Feb 24 17:51:47 GMT 2024","19","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"broken","Sat Feb 24 17:51:18 GMT 2024","Sat Feb 24 17:51:24 GMT 2024","6591","Surefire suite","Surefire test","com.github.dtitar.teamcity.api.SetupAgentTest","com.github.dtitar.teamcity.api.SetupAgentTest","authorizeAgent","authorizeAgent",""
"failed","Sat Feb 24 17:51:50 GMT 2024","Sat Feb 24 17:51:50 GMT 2024","13","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Sat Feb 24 17:51:46 GMT 2024","Sat Feb 24 17:51:46 GMT 2024","14","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Sat Feb 24 17:51:40 GMT 2024","Sat Feb 24 17:51:40 GMT 2024","60","API Suite","API Test","com.github.dtitar.teamcity.api.RolesTest","com.github.dtitar.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"failed","Sat Feb 24 17:51:47 GMT 2024","Sat Feb 24 17:51:47 GMT 2024","10","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Sat Feb 24 17:51:37 GMT 2024","Sat Feb 24 17:51:39 GMT 2024","2392","API Suite","API Test","com.github.dtitar.teamcity.api.RolesTest","com.github.dtitar.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"failed","Sat Feb 24 17:51:47 GMT 2024","Sat Feb 24 17:51:47 GMT 2024","15","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Sat Feb 24 17:51:49 GMT 2024","Sat Feb 24 17:51:49 GMT 2024","12","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Sat Feb 24 17:51:43 GMT 2024","Sat Feb 24 17:51:43 GMT 2024","16","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectIdTest","positiveProjectIdTest",""
"failed","Sat Feb 24 17:51:48 GMT 2024","Sat Feb 24 17:51:48 GMT 2024","20","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Sat Feb 24 17:51:45 GMT 2024","Sat Feb 24 17:51:45 GMT 2024","29","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Sat Feb 24 17:51:41 GMT 2024","Sat Feb 24 17:51:41 GMT 2024","25","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectIdTest","negativeProjectIdTest",""
"failed","Sat Feb 24 17:51:45 GMT 2024","Sat Feb 24 17:51:45 GMT 2024","13","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Sat Feb 24 17:51:44 GMT 2024","Sat Feb 24 17:51:44 GMT 2024","8","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectIdTest","positiveProjectIdTest",""
"failed","Sat Feb 24 17:51:48 GMT 2024","Sat Feb 24 17:51:48 GMT 2024","15","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Sat Feb 24 17:51:51 GMT 2024","Sat Feb 24 17:51:51 GMT 2024","9","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","requestWithEmptyParentProjectLocatorShouldReturnError","requestWithEmptyParentProjectLocatorShouldReturnError",""
