"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 23 22:03:33 GMT 2024","Fri Feb 23 22:03:39 GMT 2024","5937","API Suite","API Test","com.github.dtitar.teamcity.api.RolesTest","com.github.dtitar.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Fri Feb 23 22:03:45 GMT 2024","Fri Feb 23 22:03:46 GMT 2024","152","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectIdTest","positiveProjectIdTest",""
"failed","Fri Feb 23 22:03:42 GMT 2024","Fri Feb 23 22:03:42 GMT 2024","179","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectIdTest","negativeProjectIdTest",""
"passed","Fri Feb 23 22:03:52 GMT 2024","Fri Feb 23 22:03:52 GMT 2024","71","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"passed","Fri Feb 23 22:03:06 GMT 2024","Fri Feb 23 22:03:21 GMT 2024","15763","Surefire suite","Surefire test","com.github.dtitar.teamcity.api.SetupAgentTest","com.github.dtitar.teamcity.api.SetupAgentTest","authorizeAgent","authorizeAgent",""
"passed","Fri Feb 23 22:03:49 GMT 2024","Fri Feb 23 22:03:49 GMT 2024","113","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"passed","Fri Feb 23 22:05:26 GMT 2024","Fri Feb 23 22:05:36 GMT 2024","10089","UI Suite","UI Test","com.github.dtitar.teamcity.ui.CreateNewBuildTypeTest","com.github.dtitar.teamcity.ui.CreateNewBuildTypeTest","userShouldBeAbleToCreateBuildTypeByUrl","userShouldBeAbleToCreateBuildTypeByUrl",""
"broken","Fri Feb 23 22:04:07 GMT 2024","Fri Feb 23 22:04:45 GMT 2024","38490","UI Suite","UI Test","com.github.dtitar.teamcity.ui.CreateNewProjectTest","com.github.dtitar.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateProjectFromRepositoryUrl","authorizedUserShouldBeAbleCreateProjectFromRepositoryUrl",""
"failed","Fri Feb 23 22:03:39 GMT 2024","Fri Feb 23 22:03:39 GMT 2024","468","API Suite","API Test","com.github.dtitar.teamcity.api.RolesTest","com.github.dtitar.teamcity.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject",""
"passed","Fri Feb 23 22:03:57 GMT 2024","Fri Feb 23 22:03:57 GMT 2024","163","API Suite","API Test","com.github.dtitar.teamcity.api.BuildConfigurationTest","com.github.dtitar.teamcity.api.BuildConfigurationTest","userShouldHaveRightsToCreateBuildConfiguration","userShouldHaveRightsToCreateBuildConfiguration",""
"failed","Fri Feb 23 22:03:42 GMT 2024","Fri Feb 23 22:03:43 GMT 2024","155","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectIdTest","negativeProjectIdTest",""
"failed","Fri Feb 23 22:03:41 GMT 2024","Fri Feb 23 22:03:41 GMT 2024","174","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectIdTest","negativeProjectIdTest",""
"failed","Fri Feb 23 22:03:41 GMT 2024","Fri Feb 23 22:03:41 GMT 2024","163","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectIdTest","negativeProjectIdTest",""
"passed","Fri Feb 23 22:03:52 GMT 2024","Fri Feb 23 22:03:52 GMT 2024","101","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"passed","Fri Feb 23 22:05:36 GMT 2024","Fri Feb 23 22:05:41 GMT 2024","5003","UI Suite","UI Test","com.github.dtitar.teamcity.ui.CreateNewBuildTypeTest","com.github.dtitar.teamcity.ui.CreateNewBuildTypeTest","userShouldBeAbleToCreateBuildTypeManually","userShouldBeAbleToCreateBuildTypeManually",""
"passed","Fri Feb 23 22:03:50 GMT 2024","Fri Feb 23 22:03:50 GMT 2024","104","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"passed","Fri Feb 23 22:03:44 GMT 2024","Fri Feb 23 22:03:44 GMT 2024","73","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectNamesTest","negativeProjectNamesTest",""
"passed","Fri Feb 23 22:00:54 GMT 2024","Fri Feb 23 22:02:00 GMT 2024","66392","Surefire suite","Surefire test","com.github.dtitar.teamcity.ui.SetupTest","com.github.dtitar.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"passed","Fri Feb 23 22:03:51 GMT 2024","Fri Feb 23 22:03:51 GMT 2024","74","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"passed","Fri Feb 23 22:03:46 GMT 2024","Fri Feb 23 22:03:46 GMT 2024","189","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectIdTest","positiveProjectIdTest",""
"failed","Fri Feb 23 22:03:44 GMT 2024","Fri Feb 23 22:03:44 GMT 2024","157","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectNamesTest","negativeProjectNamesTest",""
"passed","Fri Feb 23 22:03:47 GMT 2024","Fri Feb 23 22:03:47 GMT 2024","132","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"failed","Fri Feb 23 22:03:43 GMT 2024","Fri Feb 23 22:03:43 GMT 2024","125","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","negativeProjectIdTest","negativeProjectIdTest",""
"passed","Fri Feb 23 22:03:50 GMT 2024","Fri Feb 23 22:03:51 GMT 2024","107","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
"passed","Fri Feb 23 22:03:56 GMT 2024","Fri Feb 23 22:03:56 GMT 2024","95","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","requestWithNonExistentParentProjectShouldReturnError","requestWithNonExistentParentProjectShouldReturnError",""
"passed","Fri Feb 23 22:03:54 GMT 2024","Fri Feb 23 22:03:54 GMT 2024","160","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","requestShouldCreateProjectWithProvidedParentProject","requestShouldCreateProjectWithProvidedParentProject",""
"passed","Fri Feb 23 22:03:53 GMT 2024","Fri Feb 23 22:03:53 GMT 2024","69","API Suite","API Test","com.github.dtitar.teamcity.api.CreateProjectTest","com.github.dtitar.teamcity.api.CreateProjectTest","positiveProjectNamesTest","positiveProjectNamesTest",""
